code,name,academic_units
ES2305,INTRODUCTORY STATISTICS & NUMERICAL THINKING,3
ES2802,GIS & THE EARTH SYSTEM,3
ES3002,STRUCTURAL GEOLOGY & TECTONICS,3
ES3003,INTRODUCTION TO GEOCHEMISTRY,3
ES3004,INTRODUCTION TO GEOPHYSICS,3
ES3005,ADVANCED FIELD COURSE IN GEOLOGY,5
ES3006,SPACE GEODESY,3
ES3201,COUPLED HUMAN & NATURAL SYSTEMS,3
ES3202,RESILIENT URBAN SYSTEMS,3
ES3203,THE GENOME & SOCIETY,3
ES3301,PLANT  &  ANIMAL PHYSIOLOGY,3
ES3302,TROPICAL ECOLOGY,3
ES3304,ADVANCED FIELD PLACEMENT IN ECOLOGY & SOCIETY,2
ES3306,GLOBAL CHANGE ECOLOGY,3
ES3307,EXPERIMENTAL DESIGN & ANALYSIS FOR ECOLOGY,4
ES3801,BIOGEOCHEMISTRY,3
ES3802,"THE URBAN ENVIRONMENT: ISSUES, ASSESSMENT, & MANAGEMENT",3
ES4010,TEACHING IN E2S2,4
ES4201,ENVIRONMENTAL MANAGEMENT & VALUATION,3
ES4301,CONSERVATION BIOLOGY & BIODIVERSITY,3
ES4302,INTRODUCTION TO EARTH ENVIRONMENTAL SIMULATIONS,3
ES4303,MARINE & AQUATIC ECOLOGY,3
ES4304,EYES ON EARTH - SATELLITE REMOTE SENSING,3
ES4901,OCEANOGRAPHY,3
ES4905,ENVIRONMENTAL SCIENCE & POLICY,3
ES4906,ENVIRONMENTAL HYDROLOGY,3
ES5001,NATURAL HAZARDS & SOCIETY,3
ES5002,EMERGENT LIFE,3
ES5003,BLUE PLANET: HOW THE OCEAN WORKS,3
ES5005,ENVIRONMENTAL EARTH SYSTEMS SCIENCE,3
ES5006,ENVIRONMENTAL SUSTAINABILITY,3
ES5007,CLIMATE & CLIMATE CHANGE,3
ES5008,BIODIVERSITY & NATURAL HISTORY OF SINGAPORE,3
ES5100,SUSTAINABILITY CAPSTONE PROJECT,3
ES9003,THE GENOME & SOCIETY,3
ET0001,ENTERPRISE & INNOVATION,1
ET5101,DEEP DIVE INTO ENTREPRENEURSHIP,3
ET5122,E-STARTUPS & SOCIAL MEDIA STRATEGIES,3
ET5131,VENTURING INTO ENTREPRENEURSHIP,3
ET5132,NEW VENTURE FINANCING,3
ET5133,MANAGING GROWING ENTERPRISES,3
ET5134,ENTERPRISE STRATEGY,3
ET5135,BUSINESS VENTURE IMPLEMENTATION,3
ET5211,ENTREPRENEURIAL MINDSET & TECHNOLOGY INNOVATION,3
ET5212,ENTREPRENEURIAL ECOSYSTEM,3
ET5213,MANAGING NEW VENTURES,3
ET5214,FINANCING ENTREPRENEURIAL VENTURES,3
ET5215,ENTREPRENEURIAL BUSINESS DEVELOPMENT,3
ET5216,VENTURE CAPITAL INVESTMENT & PRACTICES,4
ET5217,DESIGN & SYSTEMS THINKING FOR ENTREPRENEURS,4
ET5218,INNOVATION & COMMERCIALIZATION OF TECHNOLOGIES,3
FE1073,AN INTRODUCTION TO ENGINEERING & PRACTICES,1
FL5001,INTRODUCTION TO FILM STUDIES,3
GC0001,SUSTAINABILITY: SEEING THROUGH THE HAZE,1
HA1001,INTRODUCTION TO INTERNATIONAL RELATIONS & FOREIGN POLICY,3
HA1002,INTRODUCTION TO POLITICAL THEORY,3
HA1003,INTRODUCTION TO PUBLIC ADMINISTRATION & POLICY,3
HA1011,POLITICS OF SINGAPORE,3
HA1012,FUNDAMENTALS OF POLITICS,3
HA2003,POLITICS & GOVERNMENT IN SOUTHEAST ASIA,3
HA2004,THEORIES IN INTERNATIONAL RELATIONS,3
HA2005,CONTEMPORARY POLITICAL THEORY,3
HA2014,PUBLIC ORGANIZATION THEORY,3
HA2017,FOREIGN POLICY ANALYSIS,3
HA2023,RESEARCH METHODOLOGY IN SOCIAL SCIENCES,3
HA2024,STATISTICAL ANALYSIS FOR PUBLIC AFFAIRS I,3
HA2026,AMERICAN FOREIGN POLICY,3
HA2028,ETHICS IN PUBLIC POLICY MAKING & IMPLEMENTATION,3
HA3002,POLITICAL ANTHROPOLOGY,3
HA3014,SINGAPORE'S FOREIGN POLICY,3
HA3018,BORDERLESS MIGRATION?,3
HA3023,INTERNATIONAL SECURITY,3
HA3024,CHINA'S RE-EMERGENCE IN WORLD POLITICS,3
HA3026,CRISIS LEADERSHIP & MANAGEMENT,3
HA3028,POLITICAL PARTIES & ELECTIONS,3
HA3030,INNOVATION MANAGEMENT & POLICY,3
HA3033,QUALITATIVE RESEARCH METHODS FOR PUBLIC AFFAIRS,3
HA3037,COLD WAR IDEAS,3
HA3038,CIVIL-MILITARY RELATIONS IN SOUTHEAST ASIA,3
HA3080,SPECIAL TOPICS IN PUBLIC POLICY,3
HA3090,SPECIAL TOPICS IN GLOBAL AFFAIRS,3
HA3091,CROSS-STRAIT RELATIONS,3
HA3092,ANCIENT POLITICAL THOUGHT,3
HA3093,NON-WESTERN & GLOBAL INTERNATIONAL RELATIONS THEORIES,3
HA3094,INTERNATIONAL RELATIONS OF NORTHEAST ASIA,3
HA4001,ASEAN IN THE 21ST CENTURY,4
HA4011,"PUBLIC ADMINISTRATION: PAST, PRESENT, & FUTURE",4
HA4013,ADVANCED TOPICS IN DEMOCRATIC THEORY: DEMOCRACY & DIVISION,4
HA4017,ECONOMIC ISSUES FOR PUBLIC DECISION MAKING,4
HA4021,COMPARATIVE POLITICS IN ASIA,4
HA4022,INTERNATIONAL POLITICS OF THE ASIA-PACIFIC,4
HA4026,SELECTED TOPICS IN HEALTH CARE & AGEING,4
HA4030,INTERSTATE CONFLICT,4
HA4035,FOOD POLITICS & POLICIES,4
HA4038,CRITICAL INTERNATIONAL THEORY,4
HA4040,"HEALTH, DISEASE OUTBREAKS & POLITICS",4
HA4041,FILM & POLITICAL THEORY,4
HA4043,JAPANESE FOREIGN POLICY,4
HA4044,POLICY VALUES & DEBATES,4
HA4046,"CULTURE, ARTS & POLITICS",4
HA4066,WAR IN FILM,4
HA4067,GEOPOLITICS & GEOECONOMICS OF THE MEKONG REGION,4
HA4068,POLITICS IN THAILAND,4
HC1001,INTRODUCTION TO THE STUDY OF LITERATURE & CULTURE,3
HC1002,INTRODUCTION TO CHINESE LANGUAGE,3
HC1051,MODERN CHINESE,3
HC2001,"DIRECTED READINGS OF LITERARY WORKS: PRE-QIN,HAN,WEI & JIN",3
HC2003,DIRECTED READINGS OF LITERARY WORKS: TANG & SONG,3
HC2004,"DIRECTED READINGS OF LITERARY WORKS: YUAN, MING & QING",3
HC2006,INTRODUCTION TO CHINESE HISTORY,3
HC2007,DIRECTED READINGS OF LITERARY WORKS: PRE- QIN TO TANG,3
HC2008,DIRECTED READINGS OF LITERARY WORKS: SONG TO QING,3
HC2010,CLASSICAL CHINESE FICTION,3
HC2011,TANG POETRY,3
HC2018,"BOOK CULTURE, CHINESE PRINT HISTORY, & TECHNOLOGY",3
HC2030,CONTENTION OF A HUNDRED SCHOOLS OF THOUGHT: PRE-QIN THINKERS,3
HC2031,CONFUCIAN THOUGHT,3
HC2032,DIVISION & INTEGRATION: FROM CHUNQIU TO WUDAI,3
HC2040,UNDERSTANDING CHINA,3
HC2053,VARIETIES OF CHINESE,3
HC2054,UNDERSTANDING CLASSICAL CHINESE TEXTS,3
HC2055,FOUNDATIONS OF INTERACTIONAL ANALYSIS IN CHINESE,3
HC2060,CHINESE EDUCATION IN SOUTHEAST ASIA,3
HC2063,CHINESE LITERATURE IN SINGAPORE,3
HC3001,MODERN CHINESE LITERATURE,3
HC3002,HISTORY OF CHINESE THOUGHT,3
HC3003,SOUTHEAST ASIAN CHINESE,3
HC3011,STUDIES OF SU SHI'S LITERATURE & ART,3
HC3014,CULTURAL STUDIES OF CHINESE CINEMAS,3
HC3016,READINGS OF CLASSICAL CHINESE PROSE,3
HC3017,TEXT & IMAGE STUDIES,3
HC3018,"POSTHUMANISM IN CHINESE LITERATURE, FILM & CULTURE",3
HC3031,CONQUERING & CONQUERED DYNASTIES: FROM SONG TO QING,3
HC3044,TO BECOME BUDDHA & IMMORTAL: DAOISM & CHINESE BUDDHISM,3
HC3062,CHINESE OVERSEAS & CHINA,3
HC3063,CRITICAL STUDY OF SINGAPORE SOCIETY & CULTURE,3
HC4010,CLASSICAL CHINESE LITERARY THEORY,4
HC4013,GENDER & SEXUALITY IN CHINESE LITERATURE,4
HC4016,COMPARATIVE LITERATURE STUDIES: THEORY & PRACTICE,4
HC4021,HONG KONG LITERATURE & CULTURE IN GLOBAL PERSPECTIVE,4
HC4024,TEXT & IMAGE STUDIES ON AIGC (AI GENERATED CONTENT),4
HC4033,SPECIAL TOPICS IN CHINESE HISTORY & THOUGHT,4
HC4035,WESTERN INFLUENCES ON MODERN CHINESE THOUGHT,4
HC4042,CHINA & GLOBALISATION,4
HC4043,SPECIAL TOPICS IN MODERN CHINA,4
HC4044,LATE IMPERIAL & MODERN CHINA: HISTORY & SOCIAL CHANGE,4
HC4059,CHINESE-ENGLISH CONTRASTIVE LINGUISTICS,4
HC4060,GLOBALISATION & CHINESE OVERSEAS,4
HC4061,CHINESE MIGRATION,4
HC4062,SPECIAL TOPICS IN THE STUDIES OF ETHNIC CHINESE,4
HC4063,A STUDY OF SINOPHONE CULTURE IN SINGAPORE & MALAYSIA,4
HC4065,OVERSEAS CHINESE IN THE UNITED STATES,4
HC4080,ADVANCED INTERACTIONAL ANALYSIS IN CHINESE,4
HC5010,ANIMALS IN CHINESE CULTURE,3
HC7101,GRADUATE SEMINAR,3
HD0103,"DIGITAL HUMANITIES: ART, ART HISTORY & CULTURAL HERITAGE",3
HE1001,MICROECONOMICS I,3
HE1002,MACROECONOMICS I,3
HE1004,MATHEMATICS FOR ECONOMISTS,3
HE2001,MICROECONOMICS II,3
HE2002,MACROECONOMICS II,3
HE2003,ECONOMETRICS I,3
HE2021,PUBLIC ECONOMICS,3
HE2022,INDUSTRIAL ORGANIZATION & BUSINESS STRATEGIES,3
HE3001,MICROECONOMICS III,3
HE3002,MACROECONOMICS III,3
HE3003,ECONOMETRICS II,3
HE3004,MATHEMATICS FOR ECONOMISTS II,3
HE3005,ENVIRONMENTAL ECONOMICS,3
HE3010,MONEY & BANKING,3
HE3012,FINANCIAL ECONOMICS,3
HE3013,ECONOMICS OF CORPORATE FINANCE,3
HE3020,INTERNATIONAL ECONOMICS,3
HE3021,DEVELOPMENT ECONOMICS,3
HE3022,PUBLIC ECONOMICS,3
HE3023,LABOUR ECONOMICS,3
HE3024,ENVIRONMENTAL ECONOMICS,3
HE3025,HEALTH ECONOMICS,3
HE3026,URBAN ECONOMICS,3
HE3027,HOUSING ECONOMICS,3
HE3031,INDUSTRIAL ORGANIZATION & BUSINESS STRATEGIES,3
HE3032,GAME THEORY,3
HE3033,THE CHINESE ECONOMY,3
HE3035,ECONOMICS OF DIGITAL PLATFORMS,3
HE3102,INTRODUCTION TO INTERNATIONAL MACROECONOMICS,3
HE3112,FINANCIAL ACCOUNTING FOR ECONOMISTS,3
HE3125,ECONOMICS OF MENTAL HEALTH & WELL-BEING,3
HE3135,INTRODUCTION TO DIGITAL ECONOMICS,3
HE3601,MATHEMATICAL ECONOMICS,3
HE3602,GAME THEORY,3
HE3603,THE CHINESE ECONOMY,3
HE3621,INTERMEDIATE ECONOMETRICS,3
HE4010,SINGAPORE ECONOMY IN A GLOBALIZED WORLD,4
HE4040,BEHAVIORAL ECONOMICS,4
HE4041,COST-BENEFIT ANALYSIS,4
HE4042,SINGAPORE ECONOMY IN A GLOBALIZED WORLD,4
HE4043,FINANCE & DEVELOPMENT,4
HE4044,GROWTH THEORY & EMPIRICS,4
HE4045,QUANTITATIVE ECONOMICS WITH DATA SCIENCE,4
HE4046,BIG DATA: APPLICATIONS IN ECONOMIC & FINANCIAL ANALYSIS,4
HE4140,EXPERIMENTAL ECONOMICS,4
HE4143,HOUSEHOLD FINANCE,4
HE4203,MICROECONOMETRICS & PANEL DATA,4
HE4503,POLICY ANALYSIS USING STATA,4
HE4903,ADVANCED ECONOMETRICS,4
HE5091,PRINCIPLES OF ECONOMICS,3
HE5092,ECONOMIC THEORY,3
HF5101,INTRODUCTION TO CHINESE CREATIVE WRITING,3
HF5201,CREATIVE WRITING: CHINESE PROSE,3
HF5301,CREATIVE WRITING: CHINESE FICTION,3
HF5401,CREATIVE WRITING: CHINESE POETRY,3
HF5501,CREATIVE WRITING: CHINESE PLAYWRITING,3
HF5601,CREATIVE WRITING: CHINESE CROSSMEDIA WRITING,3
HF5701,ADVANCED CREATIVE WRITING: CHINESE PROSE,3
HF5801,ADVANCED CREATIVE WRITING: CHINESE FICTION,3
HF5901,CHINESE MEDIA WRITING,3
HG1001,MIND & MEANING,3
HG2001,MORPHOLOGY & SYNTAX,3
HG2002,SEMANTICS & PRAGMATICS,3
HG2003,PHONETICS & PHONOLOGY,3
HG2010,BILINGUALISM & MULTILINGUALISM,3
HG2013,CHILD LANGUAGE,3
HG2014,SECOND LANGUAGE ACQUISITION,3
HG2016,LANGUAGE & MUSIC,3
HG2017,FATHER-&-MOTHER-TONGUES: LANGUAGES OF SE ASIA,3
HG2018,NEURODIVERSITY & COMMUNICATIVE DISABILITIES,3
HG2020,LANGUAGE IN SOCIETY,3
HG2021,INTERCULTURAL COMMUNICATION,3
HG2023,LANGUAGE & GENDER,3
HG2031,HISTORY OF ENGLISH,3
HG2032,GLOBALISATION & WORLD ENGLISHES,3
HG2033,INTRODUCTION TO CONVERSATION ANALYSIS,3
HG2034,STRUCTURE OF MODERN ENGLISH,3
HG2035,SINGAPORE'S LANGUAGES,3
HG2051,LANGUAGE & THE COMPUTER,3
HG2052,"LANGUAGE, TECHNOLOGY & THE INTERNET",3
HG2054,PRAGMATICS OF AI LANGUAGE,3
HG2092,ANALYSING SPOKEN DISCOURSE,3
HG2094,WORD OF MOUTH: TRANSMISSION OF ORAL CULTURE,3
HG2096,WHAT'S IN A TEXT? - ANALYZING WRITTEN DISCOURSE,3
HG2097,WHAT'S IN A NAME?  A GENERAL INTRODUCTION TO ETYMOLOGY,3
HG2099,LANGUAGES OF THE WORLD,3
HG3005,STATISTICS FOR PSYCHOLINGUISTICS,3
HG3010,LANGUAGE & COMMUNICATION DISORDERS,3
HG3016,LANGUAGE & COGNITION IN BILINGUALISM & MULTILINGUALISM,3
HG3021,LANGUAGE CHANGE,3
HG3023,ANTHROPOLOGICAL LINGUISTICS,3
HG3031,METHODS IN SOCIOLINGUISTICS,3
HG3043,MALAY LINGUISTICS 1 - HISTORY & STRUCTURE,3
HG3047,EXPERIMENTING WITH SPOKEN LANGUAGE,3
HG4011,LANGUAGE & THE BRAIN,4
HG4013,MULTILINGUALISM ACROSS THE LIFESPAN,4
HG4014,DESIGNING INTERACTIVE ENVIRONMENTS FOR LEARNING,4
HG4015,PSYCHOLINGUISTICS,4
HG4021,LANGUAGE MAINTENANCE & SHIFT,4
HG4022,FORENSIC LINGUISTICS,4
HG4023,LANGUAGE PLANNING & POLICY,4
HG4024,SOCIAL THEORIES & LANGUAGE,4
HG4025,LINGUISTIC ETHNOGRAPHY,4
HG4031,MULTIMODALITY IN SITUATED CONTEXTS,4
HG4033,ADVANCED CONVERSATION ANALYSIS,4
HG4040,PHONOLOGICAL THEORY,4
HG4041,THEORIES OF GRAMMAR,4
HG4042,HOW & WHY LANGUAGES DIFFER,4
HG4043,LANGUAGE UNIVERSALS & LANGUAGE TYPES,4
HG4044,LANGUAGE EVOLUTION,4
HG4046,MALAY LINGUISTICS 2 - DIALECTOLOGY & LANGUAGE CONTACT,4
HG4047,PRAGMATIC THEORY,4
HG4048,COMPARATIVE CHINESE DIALECTOLOGY,4
HG4049,SEMANTIC ANALYSIS,4
HG4051,CORPUS LINGUISTICS,4
HG4054,LANGUAGE & SOCIETY THROUGH DATA ANALYTICS,4
HG4062,"LANGUAGE, CULTURE & SOCIETY IN SOUTHEAST ASIA",4
HG4073,MORPHOLOGY AT THE INTERFACES,4
HH1001,WHAT IS HISTORY?,3
HH1002,ASIA-PACIFIC IN GLOBAL HISTORY: PRE-1800,3
HH1003,ASIA-PACIFIC IN GLOBAL HISTORY: FROM 1800,3
HH1004,SCIENCE & TECHNOLOGY IN HISTORICAL PERSPECTIVE,3
HH1006,THE WEST IN GLOBAL HISTORY,3
HH1125,HISTORY & ARCHAEOLOGY: AN INTRODUCTION,3
HH2001,SINGAPORE: THE MAKING OF A COSMOPOLITAN CITY-STATE,3
HH2002,GENDER IN HISTORY,3
HH2004,THE ISLAMICATE WORLD,3
HH2005,FOUNDATIONS OF EAST ASIA,3
HH2006,MODERN EUROPEAN HISTORY,3
HH2008,FEASTING AND FASTING: FOOD & DRINK IN HISTORY,3
HH2011,ANCIENT & MEDIEVAL SOUTH ASIA,3
HH2021,"RACE, GENDER, CLASS & COLONIAL POWER",3
HH2026,"HEALTH, FOOD, & SPORTS IN MODERN KOREAN HISTORY",3
HH2027,"BLOOD, GERMS, & SICK BODIES: BIOMEDICINE IN HISTORY",3
HH2031,HISTORY OF FOOD IN CHINA,3
HH2046,URBAN HISTORY,3
HH3001,HISTORIOGRAPHY: THEORY & METHODS,3
HH3002,"SCIENCE, TECHNOLOGY & MEDICINE IN MODERN EAST ASIA",3
HH3003,MIGRATION & DIASPORA: CHIN EXP IN COMPARATIVE PERSPECTIVE,3
HH3004,COMPARATIVE BUSINESS HISTORY,3
HH3007,SOUTHEAST ASIAN-CHINA INTERACTIONS,3
HH3008,MODERN SOUTH ASIA,3
HH3013,COMPARATIVE HISTORY OF RACE SCIENCE,3
HH3017,WORLD ENVIRONMENTAL HISTORY,3
HH3022,WORLD WAR II & SOUTHEAST ASIA,3
HH3032,SCIENCE & RELIGION IN HISTORY,3
HH3033,BUDDHISM: A SOCIAL & INTELLECTUAL HISTORY,3
HH3036,SOUTH ASIA & THE WORLD,3
HH3039,MARITIME ASIA IN THE LONGUE DUREE,3
HH3040,HISTORY OF CHINESE MEDICINE,3
HH3041,HISTORY OF FEMINISM,3
HH3042,CLIMATE & SOCIETY IN HISTORICAL PERSPECTIVE,3
HH3043,CHINA'S CULTURAL REVOLUTION AS HISTORY & MEMORY,3
HH3045,COLD WAR IN ASIA: TRANSNATIONAL & MICRO APPROACHES,3
HH4003,THE SILK ROAD: OLD & NEW,4
HH4005,CULTURE AND HERITAGE: PERSPECTIVES FROM HISTORY,4
HH4006,THE GREEN EARTH: ISSUES IN ENVIRONMENTAL HISTORY,4
HH4012,INTELLECTUAL HISTORY OF MODERN CHINA,4
HH4015,FILM: A GLOBAL HISTORY,4
HH4016,TOPICS IN WORLD HISTORY,4
HH4020,"SCIENCE, TECHNOLOGY, & SCIENCE FICTION",4
HH4021,PUBLIC & APPLIED HISTORY,4
HH4024,"LINEAGE, RITUAL, & THE STATE IN ASIA",4
HH4025,"HISTORY OF DISEASE: HUMAN EVOLUTION, DISEASE & HEALTH",4
HH4029,"HISTORY OF MODERN CHINA & COLONIAL HONG KONG, C.1945-1997",4
HH4030,PREHISTORY & ARCHAEOLOGY IN EAST & SOUTHEAST ASIA,4
HH4031,HISTORY & ARCHAEOLOGY OF ANCIENT CHINA,4
HH4046,THE URBAN COAST,4
HH4090,SPECIAL TOPICS IN HISTORY- GLOBAL ASIA,4
HH4091,SPECIAL TOPICS IN HISTORY- INTERDISCIPLINARY HISTORY,4
HH4092,SPECIAL TOPICS IN HISTORY- WORLD HISTORY,4
HH4125,COLONIAL ARCHAEOLOGY OF SOUTHEAST ASIA,4
HJ5001,INTRODUCTION TO HEALTH & SOCIETY,3
HL0201,"IMAGES OF SINGAPORE: LITERATURE, FILM & CULTURE",3
HL1001,INTRODUCTION TO THE STUDY OF LITERATURE,3
HL1002,SURVEY OF ENGLISH LITERATURE 1,3
HL1003,SURVEY OF ENGLISH LITERATURE II,3
HL1005,INTRODUCTION TO SINGAPORE LITERATURE,3
HL1006,INTRODUCTION TO AMERICAN LITERATURE,3
HL2001,MEDIEVAL LITERATURE,3
HL2002,RENAISSANCE LITERATURE,3
HL2004,SENSIBILITY & ROMANTICISM,3
HL2005,VICTORIAN LITERATURE,3
HL2007,CONTEMPORARY LITERATURE & CULTURE,3
HL2012,ASIAN-AMERICAN LITERATURE,3
HL2020,CREATIVE WRITING WORKSHOP,3
HL2021,LITERATURE OF EMPIRE,3
HL2022,SOUTH ASIAN LITERATURE,3
HL2024,APPROACHES TO LITERATURE,3
HL2026,READING DRAMA,3
HL2027,EARLY AMERICAN LITERATURE,3
HL2028,NINETEENTH CENTURY AMERICAN LITERATURE & CULTURE,3
HL2030,POST 1945 AMERICAN LITERATURE & CULTURE,3
HL2032,AFRICAN LITERATURE,3
HL2040,ADAPTING GREEK MYTHOLOGY,3
HL2041,ASIAN HISTORICAL FICTION,3
HL2042,CHILDREN'S LITERATURE,3
HL2043,FANTASY LITERATURE,3
HL2045,WORKSHOP IN THEATRE PRACTICE,3
HL2090,SPECIAL TOPIC IN LITERATURE I,3
HL3001,FILM THEORY,3
HL3002,"FILM, POLITICS & ETHICS",3
HL3003,FILM & LITERATURE,3
HL3004,WORLD CINEMA,3
HL3006,MODERN DRAMA,3
HL3011,SCIENCE FICTION:ORIGINS TO PARODY,3
HL3012,THE DISCOURSE OF LOVE,3
HL3014,LATIN AMERICAN LITERATURE,3
HL3016,GENDER & SEXUALITY STUDIES,3
HL3024,CONTEMPORARY WOMEN'S WRITING,3
HL3030,MAJOR AUTHOR STUDY: SHAKESPEARE,3
HL3036,THE HISTORY OF THE BOOK,3
HL3037,THE ENVIRONMENT & CULTURAL PRODUCTION,3
HL3038,THEATRE OF THE ABSURD,3
HL3040,GENDER & DIVERSITY,3
HL3041,GLOBAL CITIES IN WORLD LITERATURE,3
HL3042,GOTHIC LITERATURE,3
HL3043,MODERNIST SOUNDSCAPES,3
HL3044,THE LEGENDS OF KING ARTHUR,3
HL3045,THE POETRY OF PRECARITY,3
HL3046,LITERATURE & EVIL,3
HL3090,SPECIAL TOPICS IN LITERATURE II,3
HL4009,POPULAR LITERATURE & CULTURE,4
HL4013,ADVANCED STUDIES IN LITERATURE & CULTURE,4
HL4014,ADVANCED STUDIES IN FILM,4
HL4015,ADVANCED STUDIES IN MEDIEVAL LITERATURE,4
HL4017,ADV STUDIES IN RESTORATION & EIGHTEENTH-CENTURY LITERATURE,4
HL4018,ADVANCED STUDIES IN ROMANTICISM,4
HL4019,ADVANCED STUDIES IN VICTORIAN LITERATURE,4
HL4020,ADVANCED STUDIES IN MODERNIST LITERATURE,4
HL4023,ADVANCED STUDIES IN AMERICAN LITERATURE,4
HL4024,ADVANCED STUDIES IN CONTEMPORARY LITERATURE,4
HL4031,COMPARATIVE LITERATURE,4
HL4033,MAJOR AUTHOR STUDY: JAMES JOYCE,4
HL4034,BRITISH ASIAN LITERATURE,4
HL4036,LITERATURE & MEDICINE,4
HL4038,ADVANCED STUDIES IN POSTCOLONIAL LITERATURE,4
HL4039,ADVANCED STUDIES IN CHILDREN'S LITERATURE,4
HL4040,LITERATURE & ART,4
HL4042,BEING HUMAN IN FILM & LITERATURE,4
HL5002,"IMAGES OF SINGAPORE: LITERATURE, FILM & CULTURE",3
HN5010,SINGAPORE: IMAGINING THE NEXT 50 YEARS,3
HP1000,INTRODUCTION TO PSYCHOLOGY,3
HP1100,FUNDAMENTALS OF SOCIAL SCIENCE RESEARCH,3
HP2100,RESEARCH DESIGN & DATA ANALYSIS IN PSYCHOLOGY,3
HP2200,BIOLOGICAL PSYCHOLOGY,3
HP2300,DEVELOPMENTAL PSYCHOLOGY,3
HP2400,SOCIAL PSYCHOLOGY,3
HP2500,PERSONALITY & INDIVIDUAL DIFFERENCES,3
HP2600,COGNITIVE PSYCHOLOGY,3
HP2700,ABNORMAL PSYCHOLOGY,3
HP3002,POSITIVE PSYCHOLOGY,3
HP3101,APPLIED STATISTICAL METHODS FOR PSYCHOLOGICAL RESEARCH,3
HP3201,EVOLUTIONARY PSYCHOLOGY,3
HP3202,PRIMATE BEHAVIOURAL ECOLOGY,3
HP3203,CONSERVATION PSYCHOLOGY,3
HP3204,AN APE'S GUIDE TO HUMAN LANGUAGE,3
HP3205,ANIMAL BEHAVIOR,3
HP3206,ENVIRONMENTAL PSYCHOLOGY,3
HP3303,GEROPSYCHOLOGY,3
HP3305,ADOLESCENCE,3
HP3402,SOCIAL COGNITION,3
HP3502,PSYCHOLOGY OF EMOTION,3
HP3601,HUMAN MEMORY,3
HP3702,CHILD PSYCHOPATHOLOGY,3
HP3703,HEALTH PSYCHOLOGY,3
HP3708,BIOPSYCHOSOCIAL CRIMINOLOGY,3
HP3802,PERSONNEL PSYCHOLOGY,3
HP3804,PSYCHOLOGICAL TESTING,3
HP3807,OCCUPATIONAL HEALTH PSYCHOLOGY,3
HP3901,CULTURAL PSYCHOLOGY,3
HP4002,QUALITATIVE METHODS IN PSYCHOLOGY,4
HP4012,APPLIED MULTIVARIATE METHODS FOR PSYCHOLOGICAL RESEARCH,4
HP4021,LABORATORY IN HUMAN & ANIMAL NEUROSCIENCE,4
HP4041,LABORATORY IN SOCIAL PSYCHOLOGY,4
HP4051,LABORATORY IN PERSONALITY & INDIVIDUAL DIFFERENCES,4
HP4061,LABORATORY IN COGNITIVE PSYCHOLOGY,4
HP4063,RESEARCH LAB IN LANGUAGE IN PERCEPTION & THOUGHT,4
HP4081,LABORATORY IN INDUSTRIAL & ORGANIZATIONAL PSYCHOLOGY,4
HP4101,LEGAL & COURTROOM PSYCHOLOGY,4
HP4102,TRAUMA PSYCHOLOGY & CRISIS MANAGEMENT,4
HP4103,FORENSIC & CRIMINAL PSYCHOLOGY,4
HP4104,EVIDENCE-BASED PRACTICE IN CLINICAL PSYCHOLOGY,4
HP4105,CORRECTIONAL PSYCHOLOGY,4
HP4106,MENTAL HEALTH IN THE COMMUNITY,4
HP4107,INDUSTRIAL-ORGANISATIONAL PSYCHOLOGY IN PRACTICE,4
HP4108,PSYCHOLOGICAL THERAPIES & COUNSELLING,4
HP4109,CLINICAL INTERVIEWING & COUNSELLING SKILLS,4
HP4202,CRIMINAL BEHAVIOUR,4
HP4232,PSYCHOLOGY OF SELF-REGULATION,4
HP4242,ADVANCED TOPICS IN SOCIAL COGNITION,4
HP4251,HUMAN MOTIVATION,4
HP4261,SEMINAR IN PERCEPTUAL & COGNITIVE NEUROSCIENCES	,4
HP4262,MULTISENSORY INTEGRATION,4
HP4271,COGNITIVE NEUROPLASTICITY,4
HP4273,INTRODUCTION TO FUNCTIONAL NEUROIMAGING,4
HP4274,"THE LAST DANCE: PERSPECTIVES OF DEATH, DYING & BEREAVEMENT",4
HP4281,SEMINAR IN SELECTED TOPICS: PSYCHOLOGY OF LEADERSHIP,4
HQ5010,INTRODUCTION TO GENDER & DIVERSITY,3
HR1001,WAYS OF SEEING: EXPLORING VISUAL CULTURE,3
HR2001,INTRODUCTION TO THE HISTORIES OF SOUTHEAST ASIAN ART,3
HR2002,ISSUES IN ART HISTORY & THEORY,3
HR2004,"SURVEY OF MODERN ART,1900-1945",3
HR2006,MODERN & CONTEMPORARY CHINESE ART,3
HR2007,CONTEMPORARY SOUTHEAST ASIAN ART,3
HR2008,FAITH & ART,3
HR2009,CONTEMPORARY CURATING,3
HR2010,INTRODUCTION TO MUSEUM STUDIES,3
HR2012,"CRITICAL VISUAL ANTHROPOLOGY: MUSEUM, DISPLAY, FILM",3
HR3001,"CITIES,BODIES,MEMORIES,ART & EVERYDAY LIFE IN CONTEMP SPORE",3
HR3002,ISSUES IN GLOBAL CONTEMPORARY ART,3
HR3003,FROM MODERN TO POST-MODERN: ART 1945-1985,3
HR3004,ART IN THE AGE OF COLONIALISM,3
HR3005,THE FANTASTIC IN WESTERN VISUAL ARTS,3
HR3006,20TH CENTURY SOUTHEAST ASIAN ART: BEING MODERN	,3
